label,c1,c2,h2,short_range,intensity
peak1,22.832001,23.125000,-0.202000,,925166.000000
peak2,23.597000,13.561000,0.105000,,510217.000000
peak3,20.228001,13.562000,0.102000,,3966593.000000
peak4,19.469000,13.562000,0.104000,,2004220.000000
peak6,23.662001,15.812000,0.844000,,1427788.000000
peak7,17.076000,15.807000,0.842000,,876608.000000
peak8,20.004999,15.830000,0.843000,,724982.000000
peak10,20.992001,14.272000,0.896000,,1520776.000000
peak11,23.601000,14.234000,0.899000,,2145980.000000
peak13,20.149000,23.597000,1.814000,,646436.000000
peak15,20.149000,27.611000,0.473000,x,1952014.000000
peak16,27.111000,27.603001,0.475000,,2749474.000000
peak17,22.799999,27.610001,0.475000,,2301203.000000
peak18,16.829000,27.603001,0.476000,,985085.000000
peak19,24.434000,27.606001,0.475000,,948435.000000
peak20,27.243999,27.607000,0.476000,,2540562.000000
peak22,22.070000,27.782000,0.923000,,1967772.000000
peak23,22.322001,27.784000,0.924000,,2441670.000000
peak24,22.489000,27.789000,0.922000,,2047056.000000
peak25,18.806999,27.785000,0.924000,,1209429.000000
peak26,23.509001,27.785999,0.929000,,821384.000000
peak27,23.962000,27.789000,0.924000,x,2147958.000000
peak28,24.796000,27.783001,0.925000,,595309.000000
peak29,22.417999,27.789000,0.924000,,2467106.000000
peak31,25.414000,23.855000,1.452000,x,4449156.000000
peak32,25.948999,23.855000,1.452000,,5119522.000000
peak33,25.094000,23.858000,1.455000,x,5143397.000000
peak34,25.816999,23.856001,1.457000,,9194042.000000
peak35,24.473000,23.856001,1.458000,,969910.000000
peak36,19.393999,23.857000,1.455000,,476443.000000
peak37,19.216999,23.858000,1.453000,,865104.000000
peak39,20.608999,20.382000,-0.905000,,1054498.000000
peak41,25.954000,19.393000,-0.300000,,2435610.000000
peak42,23.858000,19.393000,-0.301000,,1286800.000000
peak43,24.473000,19.393999,-0.300000,,1340992.000000
peak44,19.216999,19.393999,-0.301000,x,11426376.000000
peak45,21.007999,19.395000,-0.304000,,2018952.000000
peak46,18.400999,19.395000,-0.306000,,1933969.000000
peak48,25.954000,19.212999,-0.061000,,3124776.000000
peak49,24.049000,19.212999,-0.060000,,1340180.000000
peak50,23.858000,19.216999,-0.063000,,544412.000000
peak51,24.473000,19.215000,-0.060000,,1446056.000000
peak52,19.393999,19.216999,-0.060000,x,7633728.000000
peak53,21.177999,19.216999,-0.065000,,1309394.000000
peak54,21.007999,19.218000,-0.064000,,3090194.000000
peak55,20.681000,19.219999,-0.065000,x,4521828.000000
peak56,18.400999,19.216999,-0.060000,,2199344.000000
peak58,25.948999,17.056999,-0.073000,,865546.000000
peak59,25.094000,17.055000,-0.073000,,947297.000000
peak60,25.816999,17.055000,-0.077000,,571471.000000
peak61,21.011000,17.056999,-0.075000,x,5021240.000000
peak64,22.604000,18.400999,0.242000,,3056930.000000
peak65,25.954000,18.403000,0.238000,x,4104382.000000
peak66,24.049000,18.405001,0.242000,,2401173.000000
peak67,19.393999,18.400999,0.244000,,2782511.000000
peak68,19.216999,18.406000,0.241000,,3720246.000000
peak69,21.177999,18.400999,0.242000,,2721240.000000
peak70,21.007999,18.403000,0.242000,,3895962.000000
peak71,20.681000,18.400999,0.243000,x,6943046.000000
peak73,22.604000,24.044001,0.548000,,1783250.000000
peak74,25.954000,24.049000,0.544000,x,12920758.000000
peak75,19.216999,24.046000,0.542000,,1865164.000000
peak76,20.681000,24.044001,0.543000,,2370204.000000
peak77,18.400999,24.049000,0.542000,,3293570.000000
peak79,20.149000,27.243000,0.764000,,700055.000000
peak80,27.603001,27.243999,0.764000,,2064225.000000
peak81,27.111000,27.243000,0.765000,,6122328.000000
peak82,24.434000,27.243999,0.767000,,633452.000000
peak83,23.125000,27.243999,0.764000,,695030.000000
peak84,22.832001,27.245001,0.765000,x,6352266.000000
peak86,22.580000,25.691999,1.022000,,867030.000000
peak87,23.919001,25.690001,1.028000,x,13270963.000000
peak89,25.948999,25.816999,1.013000,,57496612.000000
peak90,25.094000,25.815001,1.013000,x,36144316.000000
peak91,17.056999,25.815001,1.015000,,891402.000000
peak92,23.858000,25.816999,1.017000,x,15478246.000000
peak94,20.149000,27.112000,0.975000,,508572.000000
peak95,27.603001,27.111000,0.972000,,1982694.000000
peak96,22.799999,27.108999,0.972000,,7509287.000000
peak97,27.243999,27.111000,0.979000,,7145808.000000
peak98,22.832001,27.112000,0.979000,,7509287.000000
peak100,17.179001,26.301001,0.937000,,1840054.000000
peak101,22.580000,26.299999,0.939000,,199597.000000
peak102,13.042000,26.304001,0.941000,,708409.000000
peak103,20.915001,26.299999,0.941000,,2268942.000000
peak104,19.912001,26.299999,0.939000,,1605231.000000
peak105,23.575001,26.298000,0.936000,x,7713063.000000
peak106,25.686001,26.299999,0.936000,,4852965.000000
peak107,23.754999,26.301001,0.939000,,4790768.000000
peak109,17.179001,25.686001,0.933000,,1580815.000000
peak110,22.580000,25.686001,0.933000,,803937.000000
peak111,20.915001,25.684999,0.934000,,1589951.000000
peak112,19.912001,25.684999,0.936000,,2584568.000000
peak113,26.299999,25.686001,0.934000,,4350683.000000
peak114,23.575001,25.683001,0.934000,,14984457.000000
peak115,23.754999,25.686001,0.937000,x,21808990.000000
peak116,24.861000,25.688999,0.934000,,5927652.000000
peak117,25.087999,25.686001,0.934000,,4091876.000000
peak119,22.604000,25.954000,0.653000,,3914940.000000
peak120,24.049000,25.952000,0.653000,x,10695176.000000
peak121,19.393999,25.954000,0.657000,,2393045.000000
peak122,19.216999,25.955000,0.661000,,3134484.000000
peak123,20.681000,25.955000,0.657000,,3590102.000000
peak124,18.400999,25.954000,0.653000,x,3236692.000000
peak126,22.580000,25.413000,0.649000,x,4838436.000000
peak127,13.042000,25.413000,0.651000,,5727163.000000
peak128,25.948999,25.417999,0.649000,x,19075580.000000
peak129,25.094000,25.414000,0.651000,,7332724.000000
peak130,23.858000,25.413000,0.658000,x,5533916.000000
peak131,20.915001,25.414000,0.650000,,4090475.000000
peak132,19.912001,25.413000,0.650000,,3469101.000000
peak133,24.861000,25.414000,0.651000,,2741490.000000
peak135,22.580000,25.947001,0.662000,,5072734.000000
peak136,13.042000,25.947001,0.664000,x,6084641.000000
peak137,25.414000,25.947001,0.669000,x,18385424.000000
peak138,25.094000,25.948999,0.663000,,4499978.000000
peak139,25.816999,25.944000,0.663000,,28428496.000000
peak140,17.056999,25.948999,0.669000,,595922.000000
peak141,23.858000,25.948999,0.665000,,5158636.000000
peak142,20.915001,25.948999,0.664000,x,5022586.000000
peak143,19.912001,25.948999,0.669000,x,5776038.000000
peak145,25.514999,23.014000,0.055000,x,4565363.000000
peak146,20.608999,23.011999,0.055000,,953497.000000
peak147,22.266001,23.011000,0.057000,,1710035.000000
peak148,17.396999,23.014000,0.053000,,481483.000000
peak150,22.489000,18.805000,0.821000,,2539405.000000
peak151,23.829000,18.806999,0.826000,,402148.000000
peak152,22.040001,18.802999,0.828000,,1217940.000000
peak153,23.509001,18.806000,0.824000,,1013336.000000
peak154,23.962000,18.808001,0.828000,,872159.000000
peak155,27.789000,18.806999,0.831000,,1575288.000000
peak156,22.417999,18.804001,0.828000,,2599679.000000
peak158,13.562000,20.222000,1.106000,,2488672.000000
peak159,20.426001,20.221001,1.107000,,4000797.000000
peak160,19.469000,20.228001,1.104000,,3140357.000000
peak162,25.414000,25.094999,1.010000,,9662330.000000
peak163,25.948999,25.091999,1.010000,,17141278.000000
peak164,25.816999,25.094000,1.013000,x,45540116.000000
peak165,21.011000,25.096001,1.013000,,1847130.000000
peak166,17.056999,25.094000,1.011000,,1301554.000000
peak167,23.858000,25.093000,1.010000,x,8470098.000000
peak169,23.858000,24.471001,1.385000,,1795968.000000
peak170,19.393999,24.473000,1.383000,,1517780.000000
peak171,19.216999,24.471001,1.387000,,2259458.000000
peak172,21.007999,24.473000,1.386000,,1012974.000000
peak174,22.580000,19.913000,0.652000,,1725522.000000
peak175,13.042000,19.913000,0.652000,,2486510.000000
peak176,25.414000,19.912001,0.653000,,4507986.000000
peak177,25.948999,19.914000,0.649000,x,6231362.000000
peak178,20.915001,19.912001,0.653000,x,4251370.000000
peak179,26.299999,19.912001,0.653000,,1863096.000000
peak180,23.575001,19.914000,0.652000,,2049967.000000
peak181,25.686001,19.913000,0.652000,,3236913.000000
peak182,23.754999,19.914000,0.653000,,2559813.000000
peak183,24.861000,19.912001,0.656000,x,8223927.000000
peak184,25.087999,19.912001,0.653000,,3119244.000000
